author,date,text,label,video
William Carey,2014-11-06T02:47:23,"this song is the most boring, asinine song i have ever heard. coming from a  guy who liked ""teenage dream"" (the song). ever since katy perry's divorce  it's wave after wave of shitty but successful songs... for those of you  saying ""this is the next wave of pop music"". stick it up your ass. katy  perry is like silly putty. ﻿",0,2
William Carey,2014-11-06T02:47:23,"This song is the most boring, asinine song I have ever heard. Coming from a  guy who liked ""Teenage Dream"" (the song). Ever since Katy Perry's divorce  it's wave after wave of shitty but successful songs... For those of you  saying ""This is the next wave of pop music"". Stick it up your ass. Katy  Perry is like Silly Putty. ﻿ This song is the most boring, asinine song I have ever heard. Coming from a  guy who liked ""Teenage Dream"" (the song). Ever since Katy Perry's divorce  it's wave after wave of shitty but successful songs... For those of you  saying ""This is the next wave of pop music"". Stick it up your ass. Katy  Perry is like Silly Putty. ﻿",0,2
Decio Alves Martins,2015-06-05T19:29:20,"KATY PERRY, I AM THE ""DÉCIO CABELO"", ""DECIO HAIR"". I AM 60 YEARS OF AGE. I  DON""T HAVE FAMILY. I""M SINGLE. ALONE. HOMELESS. I WAS AN ALCOHOLIC: 15 AT  THE AGE OF 46. I AM AN INVISIBLE COMPOSER. MY DREAM IS TO RECORD MY SONGS.  COULD YOU HELP ME? PLEASE! PLEASE! I TRUST THAT THE YOU WILL GIVE ME A  CHANCE. I HAVE 109 VIDEOS IN THE YOUTUBE: deciocabelo canal. KATY PERRY, I  WAS BORN IN OCTOBER 25, TOO. THANK YOU VERY MUCH!!! DECIO HAIR.﻿!!!",1,2
Decio Alves Martins,2015-06-05T19:29:20,"katy perry, i am the ""décio cabelo"", ""decio hair"". i am 60 years of age. i  don""t have family. i""m single. alone. homeless. i was an alcoholic: 15 at  the age of 46. i am an invisible composer. my dream is to record my songs.  could you help me? please! please! i trust that the you will give me a  chance. i have 109 videos in the youtube: deciocabelo canal. katy perry, i  was born in october 25, too. thank you very much!!! decio hair.﻿",1,2
Decio Alves Martins,2015-06-05T19:29:20,"KATY PERRY, I AM THE ""DÉCIO CABELO"", ""DECIO HAIR"". I AM 60 YEARS OF AGE. I  DON""T HAVE FAMILY. I""M SINGLE. ALONE. HOMELESS. I WAS AN ALCOHOLIC: 15 AT  THE AGE OF 46. I AM AN INVISIBLE COMPOSER. MY DREAM IS TO RECORD MY SONGS.  COULD YOU HELP ME? PLEASE! PLEASE! I TRUST THAT THE YOU WILL GIVE ME A  CHANCE. I HAVE 109 VIDEOS IN THE YOUTUBE: deciocabelo canal. KATY PERRY, I  WAS BORN IN OCTOBER 25, TOO. THANK YOU VERY MUCH!!! DECIO HAIR.﻿ KATY PERRY, I AM THE ""DÉCIO CABELO"", ""DECIO HAIR"". I AM 60 YEARS OF AGE. I  DON""T HAVE FAMILY. I""M SINGLE. ALONE. HOMELESS. I WAS AN ALCOHOLIC: 15 AT  THE AGE OF 46. I AM AN INVISIBLE COMPOSER. MY DREAM IS TO RECORD MY SONGS.  COULD YOU HELP ME? PLEASE! PLEASE! I TRUST THAT THE YOU WILL GIVE ME A  CHANCE. I HAVE 109 VIDEOS IN THE YOUTUBE: deciocabelo canal. KATY PERRY, I  WAS BORN IN OCTOBER 25, TOO. THANK YOU VERY MUCH!!! DECIO HAIR.﻿",1,2
Portman P.,2015-06-05T10:04:47,"SIMPLY PUT, OUR CUSTOMERS LOVE US... and so will you!https://www.facebook.com/greenleader﻿!!!",1,2
Portman P.,2015-06-05T10:04:47,"simply put, our customers love us... and so will you!https://www.facebook.com/greenleader﻿",1,2
Portman P.,2015-06-05T10:04:47,"SIMPLY PUT, OUR CUSTOMERS LOVE US... and so will you!https://www.facebook.com/greenleader﻿ SIMPLY PUT, OUR CUSTOMERS LOVE US... and so will you!https://www.facebook.com/greenleader﻿",1,2
KatyPerry TheQueenOfPop,2014-09-22T06:50:24,--&gt;ATTENTION KATYCATS! Katy leads with 7 noms at this year MTV EMA! do vote daily for her: tv.  mtvema. com/vote (delete spaces) thumbs up and share on fb﻿!!!,1,2
KatyPerry TheQueenOfPop,2014-09-22T06:50:24,--&gt;attention katycats! katy leads with 7 noms at this year mtv ema! do vote daily for her: tv.  mtvema. com/vote (delete spaces) thumbs up and share on fb﻿,1,2
KatyPerry TheQueenOfPop,2014-09-22T06:50:24,--&gt;ATTENTION KATYCATS! Katy leads with 7 noms at this year MTV EMA! do vote daily for her: tv.  mtvema. com/vote (delete spaces) thumbs up and share on fb﻿ --&gt;ATTENTION KATYCATS! Katy leads with 7 noms at this year MTV EMA! do vote daily for her: tv.  mtvema. com/vote (delete spaces) thumbs up and share on fb﻿,1,2
Elle xox,2014-08-20T02:55:54,Hiya😊 I just started YouTube and it would mean a lot if some of you could  subscribe and watch my first video?xx﻿!!!,1,2
Elle xox,2014-08-20T02:55:54,hiya😊 i just started youtube and it would mean a lot if some of you could  subscribe and watch my first video?xx﻿,1,2
Elle xox,2014-08-20T02:55:54,Hiya😊 I just started YouTube and it would mean a lot if some of you could  subscribe and watch my first video?xx﻿ Hiya😊 I just started YouTube and it would mean a lot if some of you could  subscribe and watch my first video?xx﻿,1,2
Paul Hannam,2014-08-25T05:37:22,In what South American jungle or any jungle for that matter do you find an  African elephant and a bengal tiger in the same place. Who made this video.﻿!!!,0,2
Paul Hannam,2014-08-25T05:37:22,in what south american jungle or any jungle for that matter do you find an  african elephant and a bengal tiger in the same place. who made this video.﻿,0,2
Paul Hannam,2014-08-25T05:37:22,In what South American jungle or any jungle for that matter do you find an  African elephant and a bengal tiger in the same place. Who made this video.﻿ In what South American jungle or any jungle for that matter do you find an  African elephant and a bengal tiger in the same place. Who made this video.﻿,0,2
Jayki L,2014-08-03T21:20:41,"Subscribe pleaaaase to my instagram account , i'll subscribe back ♥  http://instagram.com/cyrine_ghorbel﻿!!!",1,2
Jayki L,2014-08-03T21:20:41,"subscribe pleaaaase to my instagram account , i'll subscribe back ♥  http://instagram.com/cyrine_ghorbel﻿",1,2
Jayki L,2014-08-03T21:20:41,"Subscribe pleaaaase to my instagram account , i'll subscribe back ♥  http://instagram.com/cyrine_ghorbel﻿ Subscribe pleaaaase to my instagram account , i'll subscribe back ♥  http://instagram.com/cyrine_ghorbel﻿",1,2
Robert Petrea,2014-10-27T22:31:50,"She kinda let herself go, huh?﻿!!!",0,2
Robert Petrea,2014-10-27T22:31:50,"she kinda let herself go, huh?﻿",0,2
Robert Petrea,2014-10-27T22:31:50,"She kinda let herself go, huh?﻿ She kinda let herself go, huh?﻿",0,2
Beryllium,2014-09-27T21:21:50,Hi everyone! My dream is to have passionate sex with Katy Perry. Some people do not believe in me…but maybe you will. Sex is a giant part of my life and it pushes me to be a better person! Please give me a chance by giving me a thumbs up! If you love my ambition please SUBSCRIBE!﻿!!!,1,2
Beryllium,2014-09-27T21:21:50,hi everyone! my dream is to have passionate sex with katy perry. some people do not believe in me…but maybe you will. sex is a giant part of my life and it pushes me to be a better person! please give me a chance by giving me a thumbs up! if you love my ambition please subscribe!﻿,1,2
Beryllium,2014-09-27T21:21:50,Hi everyone! My dream is to have passionate sex with Katy Perry. Some people do not believe in me…but maybe you will. Sex is a giant part of my life and it pushes me to be a better person! Please give me a chance by giving me a thumbs up! If you love my ambition please SUBSCRIBE!﻿ Hi everyone! My dream is to have passionate sex with Katy Perry. Some people do not believe in me…but maybe you will. Sex is a giant part of my life and it pushes me to be a better person! Please give me a chance by giving me a thumbs up! If you love my ambition please SUBSCRIBE!﻿,1,2
KillerDan,2015-06-05T17:59:36,"Almost 1 Bil. What? Wow, GS sucks, in my opinion.﻿!!!",0,2
KillerDan,2015-06-05T17:59:36,"almost 1 bil. what? wow, gs sucks, in my opinion.﻿",0,2
KillerDan,2015-06-05T17:59:36,"Almost 1 Bil. What? Wow, GS sucks, in my opinion.﻿ Almost 1 Bil. What? Wow, GS sucks, in my opinion.﻿",0,2
ahmed soliman,2014-10-28T16:12:32,we all love you Katy Perry &lt;3﻿!!!,0,2
ahmed soliman,2014-10-28T16:12:32,we all love you katy perry &lt;3﻿,0,2
ahmed soliman,2014-10-28T16:12:32,we all love you Katy Perry &lt;3﻿ we all love you Katy Perry &lt;3﻿,0,2
Ach raf,2014-08-29T02:10:56,even without make up she is still  hot     http://uk.eonline.com/eol_images/Entire_Site/2012430/reg_1024.katy.mkup.mh.053012.jpg ﻿!!!,1,2
Ach raf,2014-08-29T02:10:56,even without make up she is still  hot     http://uk.eonline.com/eol_images/entire_site/2012430/reg_1024.katy.mkup.mh.053012.jpg ﻿,1,2
Ach raf,2014-08-29T02:10:56,even without make up she is still  hot     http://uk.eonline.com/eol_images/Entire_Site/2012430/reg_1024.katy.mkup.mh.053012.jpg ﻿ even without make up she is still  hot     http://uk.eonline.com/eol_images/Entire_Site/2012430/reg_1024.katy.mkup.mh.053012.jpg ﻿,1,2
ColoursBruh,2014-10-17T00:54:50,Katy has a voice of an Angel﻿!!!,0,2
ColoursBruh,2014-10-17T00:54:50,katy has a voice of an angel﻿,0,2
ColoursBruh,2014-10-17T00:54:50,Katy has a voice of an Angel﻿ Katy has a voice of an Angel﻿,0,2
We are proud to be Smilers,2014-11-09T12:31:35,"great song, but we all know that Katy buys her views..﻿!!!",0,2
We are proud to be Smilers,2014-11-09T12:31:35,"great song, but we all know that katy buys her views..﻿",0,2
We are proud to be Smilers,2014-11-09T12:31:35,"great song, but we all know that Katy buys her views..﻿ great song, but we all know that Katy buys her views..﻿",0,2
The Robot Green Hypno,2014-11-07T13:37:51,i like this song the video goes perfect with it﻿!!!,0,2
The Robot Green Hypno,2014-11-07T13:37:51,i like this song the video goes perfect with it﻿,0,2
The Robot Green Hypno,2014-11-07T13:37:51,i like this song the video goes perfect with it﻿ i like this song the video goes perfect with it﻿,0,2
Jane Kaspar,2014-09-27T11:50:38,How old is Katy perry?﻿!!!,0,2
Jane Kaspar,2014-09-27T11:50:38,how old is katy perry?﻿,0,2
Jane Kaspar,2014-09-27T11:50:38,How old is Katy perry?﻿ How old is Katy perry?﻿,0,2
Nathan Waterhouse,2014-11-10T01:07:06,Check out my acoustic channel ﻿!!!,1,2
Nathan Waterhouse,2014-11-10T01:07:06,check out my acoustic channel ﻿,1,2
Nathan Waterhouse,2014-11-10T01:07:06,Check out my acoustic channel ﻿ Check out my acoustic channel ﻿,1,2
Lauren And Victoria,2015-06-04T23:00:48,Come check out our parody of this!﻿!!!,1,2
Lauren And Victoria,2015-06-04T23:00:48,come check out our parody of this!﻿,1,2
Lauren And Victoria,2015-06-04T23:00:48,Come check out our parody of this!﻿ Come check out our parody of this!﻿,1,2
imscarlet,2014-10-11T17:16:36,"Every time I watch this mv I just so so so glad that I live in a world that  don't have to worry about running from a real, human eating tiger.﻿!!!",0,2
imscarlet,2014-10-11T17:16:36,"every time i watch this mv i just so so so glad that i live in a world that  don't have to worry about running from a real, human eating tiger.﻿",0,2
imscarlet,2014-10-11T17:16:36,"Every time I watch this mv I just so so so glad that I live in a world that  don't have to worry about running from a real, human eating tiger.﻿ Every time I watch this mv I just so so so glad that I live in a world that  don't have to worry about running from a real, human eating tiger.﻿",0,2
Miss.Farrell Wall,2014-10-09T13:28:49,"i was playing this song and the baby in my belly started to dance to  it.....sooooo cute, but had to take the song out cause of copy right and  add in a youtube made song....still sooo cute the baby danced to this song  LMFAO!!! https://plus.google.com/111982027348137311818/posts/g2JVinPueMo﻿!!!",1,2
Miss.Farrell Wall,2014-10-09T13:28:49,"i was playing this song and the baby in my belly started to dance to  it.....sooooo cute, but had to take the song out cause of copy right and  add in a youtube made song....still sooo cute the baby danced to this song  lmfao!!! https://plus.google.com/111982027348137311818/posts/g2jvinpuemo﻿",1,2
Miss.Farrell Wall,2014-10-09T13:28:49,"i was playing this song and the baby in my belly started to dance to  it.....sooooo cute, but had to take the song out cause of copy right and  add in a youtube made song....still sooo cute the baby danced to this song  LMFAO!!! https://plus.google.com/111982027348137311818/posts/g2JVinPueMo﻿ i was playing this song and the baby in my belly started to dance to  it.....sooooo cute, but had to take the song out cause of copy right and  add in a youtube made song....still sooo cute the baby danced to this song  LMFAO!!! https://plus.google.com/111982027348137311818/posts/g2JVinPueMo﻿",1,2
LuckyMusiqLive,2014-10-09T23:22:50,this song is so addicting. the hook is dope and catchy. love the video too.  I'm getting popular fast because i rap real.. thumbs up if you piss next to  the water in the toilet so its quiet................................﻿!!!,1,2
LuckyMusiqLive,2014-10-09T23:22:50,this song is so addicting. the hook is dope and catchy. love the video too.  i'm getting popular fast because i rap real.. thumbs up if you piss next to  the water in the toilet so its quiet................................﻿,1,2
LuckyMusiqLive,2014-10-09T23:22:50,this song is so addicting. the hook is dope and catchy. love the video too.  I'm getting popular fast because i rap real.. thumbs up if you piss next to  the water in the toilet so its quiet................................﻿ this song is so addicting. the hook is dope and catchy. love the video too.  I'm getting popular fast because i rap real.. thumbs up if you piss next to  the water in the toilet so its quiet................................﻿,1,2
Vena Veno,2014-09-17T22:22:44,She loves Vena. trojmiasto.pl/Vena-Bus-Taxi-o59253.html﻿!!!,1,2
Vena Veno,2014-09-17T22:22:44,she loves vena. trojmiasto.pl/vena-bus-taxi-o59253.html﻿,1,2
Vena Veno,2014-09-17T22:22:44,She loves Vena. trojmiasto.pl/Vena-Bus-Taxi-o59253.html﻿ She loves Vena. trojmiasto.pl/Vena-Bus-Taxi-o59253.html﻿,1,2
by.Ovskiy,2014-10-13T17:09:46,"Rap from Belarus, check my channel:)﻿!!!",1,2
by.Ovskiy,2014-10-13T17:09:46,"rap from belarus, check my channel:)﻿",1,2
by.Ovskiy,2014-10-13T17:09:46,"Rap from Belarus, check my channel:)﻿ Rap from Belarus, check my channel:)﻿",1,2
Natalya Korshunova,2014-10-14T03:29:19,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿!!!,0,2
Natalya Korshunova,2014-10-14T03:29:19,katy perry - roar (official): http://youtu.be/cevxzvsjlk8﻿,0,2
Natalya Korshunova,2014-10-14T03:29:19,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿ Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿,0,2
Christ Is Risen,2014-09-09T17:59:18,I WILL FINISH THIS DISSERTATION! And I will laugh in its face when I  finish! Roaaarrr =3﻿!!!,0,2
Christ Is Risen,2014-09-09T17:59:18,i will finish this dissertation! and i will laugh in its face when i  finish! roaaarrr =3﻿,0,2
Christ Is Risen,2014-09-09T17:59:18,I WILL FINISH THIS DISSERTATION! And I will laugh in its face when I  finish! Roaaarrr =3﻿ I WILL FINISH THIS DISSERTATION! And I will laugh in its face when I  finish! Roaaarrr =3﻿,0,2
Eduarda Ketrony,2014-08-11T01:43:41,https://www.facebook.com/photo.php?fbid=543627485763966&amp;l=0d878a889c﻿!!!,1,2
Eduarda Ketrony,2014-08-11T01:43:41,https://www.facebook.com/photo.php?fbid=543627485763966&amp;l=0d878a889c﻿,1,2
Eduarda Ketrony,2014-08-11T01:43:41,https://www.facebook.com/photo.php?fbid=543627485763966&amp;l=0d878a889c﻿ https://www.facebook.com/photo.php?fbid=543627485763966&amp;l=0d878a889c﻿,1,2
Analiner Benny,2014-09-12T15:08:27,I love this shit but I disliked it because it's sucks﻿!!!,0,2
Analiner Benny,2014-09-12T15:08:27,i love this shit but i disliked it because it's sucks﻿,0,2
Analiner Benny,2014-09-12T15:08:27,I love this shit but I disliked it because it's sucks﻿ I love this shit but I disliked it because it's sucks﻿,0,2
Kasia Hill,2014-09-06T02:44:43,http://shhort.com/a?r=G8iX5cTKd﻿!!!,1,2
Kasia Hill,2014-09-06T02:44:43,http://shhort.com/a?r=g8ix5ctkd﻿,1,2
Kasia Hill,2014-09-06T02:44:43,http://shhort.com/a?r=G8iX5cTKd﻿ http://shhort.com/a?r=G8iX5cTKd﻿,1,2
anne baba,2014-08-21T21:59:13,http://www.ebay.com/itm/131275322914?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿!!!,1,2
anne baba,2014-08-21T21:59:13,http://www.ebay.com/itm/131275322914?sspagename=strk:meselx:it&amp;_trksid=p3984.m1555.l2649 ﻿,1,2
anne baba,2014-08-21T21:59:13,http://www.ebay.com/itm/131275322914?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿ http://www.ebay.com/itm/131275322914?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,1,2
Marie farias,2014-10-28T18:10:39,Love it when I can relate to my daughter's music. :-) Katy Perry - Roar  (Official): http://youtu.be/CevxZvSJLk8﻿!!!,0,2
Marie farias,2014-10-28T18:10:39,love it when i can relate to my daughter's music. :-) katy perry - roar  (official): http://youtu.be/cevxzvsjlk8﻿,0,2
Marie farias,2014-10-28T18:10:39,Love it when I can relate to my daughter's music. :-) Katy Perry - Roar  (Official): http://youtu.be/CevxZvSJLk8﻿ Love it when I can relate to my daughter's music. :-) Katy Perry - Roar  (Official): http://youtu.be/CevxZvSJLk8﻿,0,2
Those two boys,2015-06-05T03:15:10,Please subscribe to us and thank you﻿!!!,1,2
Those two boys,2015-06-05T03:15:10,please subscribe to us and thank you﻿,1,2
Those two boys,2015-06-05T03:15:10,Please subscribe to us and thank you﻿ Please subscribe to us and thank you﻿,1,2
Sam Kesha,2014-11-07T23:21:19,http://www.wattpad.com/story/26032883-she-can-love-you-good﻿!!!,1,2
Sam Kesha,2014-11-07T23:21:19,http://www.wattpad.com/story/26032883-she-can-love-you-good﻿,1,2
Sam Kesha,2014-11-07T23:21:19,http://www.wattpad.com/story/26032883-she-can-love-you-good﻿ http://www.wattpad.com/story/26032883-she-can-love-you-good﻿,1,2
John Chen,2014-09-13T15:37:09,Boooobs﻿!!!,0,2
John Chen,2014-09-13T15:37:09,boooobs﻿,0,2
John Chen,2014-09-13T15:37:09,Boooobs﻿ Boooobs﻿,0,2
Quinho Divulgaçoes,2014-11-06T19:50:16,me segue ha  https://www.facebook.com/marcos.sousa4?fref=ts﻿!!!,1,2
Quinho Divulgaçoes,2014-11-06T19:50:16,me segue ha  https://www.facebook.com/marcos.sousa4?fref=ts﻿,1,2
Quinho Divulgaçoes,2014-11-06T19:50:16,me segue ha  https://www.facebook.com/marcos.sousa4?fref=ts﻿ me segue ha  https://www.facebook.com/marcos.sousa4?fref=ts﻿,1,2
Tomas Adomaitis,2014-10-08T18:24:05,https://www.paidverts.com/ref/tomuciux99 esyest money ever. join to our  team!!!!﻿!!!,1,2
Tomas Adomaitis,2014-10-08T18:24:05,https://www.paidverts.com/ref/tomuciux99 esyest money ever. join to our  team!!!!﻿,1,2
Tomas Adomaitis,2014-10-08T18:24:05,https://www.paidverts.com/ref/tomuciux99 esyest money ever. join to our  team!!!!﻿ https://www.paidverts.com/ref/tomuciux99 esyest money ever. join to our  team!!!!﻿,1,2
katy perry,2014-10-24T14:12:49,Hey Katycats! We are releasing a movie at midnight UK time to celebrate  katy's 30th birthday! Be sure to subscribe to our channel and watch the  movie!﻿!!!,1,2
katy perry,2014-10-24T14:12:49,hey katycats! we are releasing a movie at midnight uk time to celebrate  katy's 30th birthday! be sure to subscribe to our channel and watch the  movie!﻿,1,2
katy perry,2014-10-24T14:12:49,Hey Katycats! We are releasing a movie at midnight UK time to celebrate  katy's 30th birthday! Be sure to subscribe to our channel and watch the  movie!﻿ Hey Katycats! We are releasing a movie at midnight UK time to celebrate  katy's 30th birthday! Be sure to subscribe to our channel and watch the  movie!﻿,1,2
SergiBeCa Official,2014-09-12T03:39:36,Can you check my videos please? Don't hate me :( Give me one oportunity﻿!!!,1,2
SergiBeCa Official,2014-09-12T03:39:36,can you check my videos please? don't hate me :( give me one oportunity﻿,1,2
SergiBeCa Official,2014-09-12T03:39:36,Can you check my videos please? Don't hate me :( Give me one oportunity﻿ Can you check my videos please? Don't hate me :( Give me one oportunity﻿,1,2
Nere Overstylish,2014-08-02T23:12:49,check out my rapping hope you guys like it  https://soundcloud.com/nereboy/call-of-the-lostproduce-by-atlastatlas-rapper-jkork  and follow and message me :)﻿!!!,1,2
Nere Overstylish,2014-08-02T23:12:49,check out my rapping hope you guys like it  https://soundcloud.com/nereboy/call-of-the-lostproduce-by-atlastatlas-rapper-jkork  and follow and message me :)﻿,1,2
Nere Overstylish,2014-08-02T23:12:49,check out my rapping hope you guys like it  https://soundcloud.com/nereboy/call-of-the-lostproduce-by-atlastatlas-rapper-jkork  and follow and message me :)﻿ check out my rapping hope you guys like it  https://soundcloud.com/nereboy/call-of-the-lostproduce-by-atlastatlas-rapper-jkork  and follow and message me :)﻿,1,2
Tiffany Isaiz,2014-10-02T22:53:52,Our Beautiful Bella has been diagnosed with Wobbler's Syndrome. There is no  way we could afford to do her MRI or surgery. She is not just a dog she is  a very special member of our family. Without the surgery we fear we will  lose her. Please help!  http://www.gofundme.com/f7ekgw﻿!!!,1,2
Tiffany Isaiz,2014-10-02T22:53:52,our beautiful bella has been diagnosed with wobbler's syndrome. there is no  way we could afford to do her mri or surgery. she is not just a dog she is  a very special member of our family. without the surgery we fear we will  lose her. please help!  http://www.gofundme.com/f7ekgw﻿,1,2
Tiffany Isaiz,2014-10-02T22:53:52,Our Beautiful Bella has been diagnosed with Wobbler's Syndrome. There is no  way we could afford to do her MRI or surgery. She is not just a dog she is  a very special member of our family. Without the surgery we fear we will  lose her. Please help!  http://www.gofundme.com/f7ekgw﻿ Our Beautiful Bella has been diagnosed with Wobbler's Syndrome. There is no  way we could afford to do her MRI or surgery. She is not just a dog she is  a very special member of our family. Without the surgery we fear we will  lose her. Please help!  http://www.gofundme.com/f7ekgw﻿,1,2
The Technology Zoo,2014-09-25T02:20:26,In the beginning she was scared off everything and next thing you know she  is out in a leopard bikini!﻿!!!,0,2
The Technology Zoo,2014-09-25T02:20:26,in the beginning she was scared off everything and next thing you know she  is out in a leopard bikini!﻿,0,2
The Technology Zoo,2014-09-25T02:20:26,In the beginning she was scared off everything and next thing you know she  is out in a leopard bikini!﻿ In the beginning she was scared off everything and next thing you know she  is out in a leopard bikini!﻿,0,2
IbbyUchiha,2014-08-15T15:52:40,Hey guys. I am a very small YouTuber I upload videos nearly every single  day. I once hope to be like shikas so can you please give 2 mins of your  life to view this channel. and my new video is on how to watch all the  anime for free. and I am pretty sure you wont regret visiting this channel. Thank you!﻿!!!,1,2
IbbyUchiha,2014-08-15T15:52:40,hey guys. i am a very small youtuber i upload videos nearly every single  day. i once hope to be like shikas so can you please give 2 mins of your  life to view this channel. and my new video is on how to watch all the  anime for free. and i am pretty sure you wont regret visiting this channel. thank you!﻿,1,2
IbbyUchiha,2014-08-15T15:52:40,Hey guys. I am a very small YouTuber I upload videos nearly every single  day. I once hope to be like shikas so can you please give 2 mins of your  life to view this channel. and my new video is on how to watch all the  anime for free. and I am pretty sure you wont regret visiting this channel. Thank you!﻿ Hey guys. I am a very small YouTuber I upload videos nearly every single  day. I once hope to be like shikas so can you please give 2 mins of your  life to view this channel. and my new video is on how to watch all the  anime for free. and I am pretty sure you wont regret visiting this channel. Thank you!﻿,1,2
phemion23,2014-08-21T10:25:48,http://www.mediafire.com/download/yvovhafsv5qzzqo/Video.rar    download and  make money today ﻿!!!,1,2
phemion23,2014-08-21T10:25:48,http://www.mediafire.com/download/yvovhafsv5qzzqo/video.rar    download and  make money today ﻿,1,2
phemion23,2014-08-21T10:25:48,http://www.mediafire.com/download/yvovhafsv5qzzqo/Video.rar    download and  make money today ﻿ http://www.mediafire.com/download/yvovhafsv5qzzqo/Video.rar    download and  make money today ﻿,1,2
Jessy  Riivera,2014-09-10T01:19:03,I love You Katy ♥﻿!!!,0,2
Jessy  Riivera,2014-09-10T01:19:03,i love you katy ♥﻿,0,2
Jessy  Riivera,2014-09-10T01:19:03,I love You Katy ♥﻿ I love You Katy ♥﻿,0,2
Abhi Vats,2014-09-14T10:27:26,Katy Perry You Are Looking Soo PRETTY DAMN CUTE :-* :-*﻿!!!,0,2
Abhi Vats,2014-09-14T10:27:26,katy perry you are looking soo pretty damn cute :-* :-*﻿,0,2
Abhi Vats,2014-09-14T10:27:26,Katy Perry You Are Looking Soo PRETTY DAMN CUTE :-* :-*﻿ Katy Perry You Are Looking Soo PRETTY DAMN CUTE :-* :-*﻿,0,2
Yourmomma Son,2014-11-06T22:17:27,This is so stupid. If you Roared at a Lion in real life you'd dede﻿!!!,0,2
Yourmomma Son,2014-11-06T22:17:27,this is so stupid. if you roared at a lion in real life you'd dede﻿,0,2
Yourmomma Son,2014-11-06T22:17:27,This is so stupid. If you Roared at a Lion in real life you'd dede﻿ This is so stupid. If you Roared at a Lion in real life you'd dede﻿,0,2
Googles top ten pics,2014-11-06T05:26:28,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8. I love this song  and video Katy Perry Rocks Wahoo! 😀😘﻿!!!,0,2
Googles top ten pics,2014-11-06T05:26:28,katy perry - roar (official): http://youtu.be/cevxzvsjlk8. i love this song  and video katy perry rocks wahoo! 😀😘﻿,0,2
Googles top ten pics,2014-11-06T05:26:28,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8. I love this song  and video Katy Perry Rocks Wahoo! 😀😘﻿ Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8. I love this song  and video Katy Perry Rocks Wahoo! 😀😘﻿,0,2
snc,2014-09-09T17:08:44,follow me---&gt; https://twitter.com/f0llowshoutouts ﻿!!!,1,2
snc,2014-09-09T17:08:44,follow me---&gt; https://twitter.com/f0llowshoutouts ﻿,1,2
snc,2014-09-09T17:08:44,follow me---&gt; https://twitter.com/f0llowshoutouts ﻿ follow me---&gt; https://twitter.com/f0llowshoutouts ﻿,1,2
Sarcataclysm,2014-09-20T23:11:39,At least she didn't get rid of her completely useless makeup.﻿!!!,0,2
Sarcataclysm,2014-09-20T23:11:39,at least she didn't get rid of her completely useless makeup.﻿,0,2
Sarcataclysm,2014-09-20T23:11:39,At least she didn't get rid of her completely useless makeup.﻿ At least she didn't get rid of her completely useless makeup.﻿,0,2
Priyanshu Panta,2014-10-02T13:17:36,https://www.facebook.com/pages/Hiphop-Express/704682339621282                 like this page yo﻿!!!,1,2
Priyanshu Panta,2014-10-02T13:17:36,https://www.facebook.com/pages/hiphop-express/704682339621282                 like this page yo﻿,1,2
Priyanshu Panta,2014-10-02T13:17:36,https://www.facebook.com/pages/Hiphop-Express/704682339621282                 like this page yo﻿ https://www.facebook.com/pages/Hiphop-Express/704682339621282                 like this page yo﻿,1,2
lekanaVEVO1,2014-07-22T15:27:50,i love this so much. AND also I Generate Free Leads on Auto Pilot &amp; You Can  Too! http://www.MyLeaderGate.com/moretraffic﻿!!!,1,2
lekanaVEVO1,2014-07-22T15:27:50,i love this so much. and also i generate free leads on auto pilot &amp; you can  too! http://www.myleadergate.com/moretraffic﻿,1,2
lekanaVEVO1,2014-07-22T15:27:50,i love this so much. AND also I Generate Free Leads on Auto Pilot &amp; You Can  Too! http://www.MyLeaderGate.com/moretraffic﻿ i love this so much. AND also I Generate Free Leads on Auto Pilot &amp; You Can  Too! http://www.MyLeaderGate.com/moretraffic﻿,1,2
taione88,2014-09-09T21:03:35,Please share and help to my Friend! http://www.gofundme.com/jormis  Thank  you very much!﻿!!!,1,2
taione88,2014-09-09T21:03:35,please share and help to my friend! http://www.gofundme.com/jormis  thank  you very much!﻿,1,2
taione88,2014-09-09T21:03:35,Please share and help to my Friend! http://www.gofundme.com/jormis  Thank  you very much!﻿ Please share and help to my Friend! http://www.gofundme.com/jormis  Thank  you very much!﻿,1,2
Nick McGoldrick,2014-10-27T13:19:06,Check out my drum cover of E.T. here! thanks -&gt;   /watch?v=NO9pOVZ9OIQ&amp;list=UUltuCDIHsDeI01by1OW7WuQ﻿!!!,1,2
